id,name,department,salary
30168,Luis Woods,Operations,121950.88
30169,Manuel Johnson,Operations,103824.79
30170,Michael Johnson,Research,57319.45
30171,Eric French,Marketing,123540.92
30172,Arthur Adams,Finance,134350.25
30173,David Roberts,Support,90991.40
30174,Dr. Harold Jones,Finance,61251.49
30175,Angelica Robinson,Marketing,130379.25
30176,Andrea Rojas,Support,85548.11
30177,Michael King,Operations,90286.14
30178,Stephen Turner,Research,136719.99
30179,Monica Mcbride,Operations,106117.46
30180,Kimberly Briggs,HR,129361.13
30181,Lance Williams,Support,126183.23
30182,Robert Marks,Operations,34551.55
30183,David Pace,Sales,96404.03
30184,Michael James,Support,148191.37
30185,Catherine Brown,Sales,60693.70
30186,Erika Coleman,HR,35614.91
30187,Laura Smith,Research,128084.18
30188,Tony Smith,IT,82765.13
30189,Elizabeth Wright,Research,54224.90
30190,Rhonda Lewis,HR,110850.97
30191,Joseph Miller,Marketing,131385.82
30192,Kyle Sanchez,Operations,33520.24
30193,Betty Nguyen,Operations,113446.37
30194,Erica Ferguson,Research,89863.28
30195,Tara Martin,Research,135688.97
30196,Gregory Patel,HR,30441.97
30197,Bonnie Brady,Research,118736.54
30198,Linda Graham,Sales,147344.17
30199,David Hardy,Finance,126239.94
30200,David Barnett,Research,94420.63
30201,Phyllis Turner,Support,41398.14
30202,John West,Research,52281.65
30203,Elizabeth Shelton,Sales,107528.85
30204,Amber Rose,Sales,123585.54
30205,Miss Penny Cameron,IT,58887.36
30206,Samantha Moran,HR,115786.16
30207,Terri Lara,Sales,42261.31
30208,Deborah Franklin,Marketing,125350.32
30209,Alex Dennis,Research,107335.52
30210,Steven Nelson,Operations,136496.02
30211,Dr. Alan Phillips,HR,39807.98
30212,Anthony Mitchell,IT,85362.55
30213,Bonnie Johnson,Operations,62191.51
30214,Kelly Morgan,HR,93060.98
30215,Courtney Shepherd,Support,90177.97
30216,Dillon Mitchell,Marketing,120817.23
30217,Greg Hamilton,Sales,115018.94
30218,Patricia Johnson,Support,65102.89
30219,Matthew Brown,HR,49962.95
30220,Danielle Murillo,IT,70365.56
30221,Joseph Johnson,Sales,144596.95
30222,William Hayes,Finance,125801.83
30223,Chelsea Miller,Marketing,96141.50
30224,Jennifer Chavez,Operations,54032.50
30225,Christina Rogers,Research,66247.93
30226,Melissa Stanley,Finance,138681.85
30227,Jessica Mccarthy MD,Sales,149735.71
30228,Wesley Fernandez,IT,121127.77
30229,Dustin Reeves,Finance,131382.57
30230,Anna Chavez,HR,59942.33
30231,Daniel Mayo,Finance,84559.08
30232,Joanna Perkins,Operations,127335.78
30233,Alyssa Gibson,Finance,112724.70
30234,Michael Mann,Sales,140230.56
30235,Christopher Wells,Research,62179.47
30236,Audrey Fields,Support,91452.75
30237,Edward Hood,Operations,80296.43
30238,Frank Farrell,Support,89594.62
30239,Corey Gallagher,Operations,83678.56
30240,Paul Simpson,Sales,34220.21
30241,Rachel Short,HR,87702.41
30242,Dawn Murray,Support,106680.55
30243,Jennifer Collier,Research,41576.52
30244,Wesley Gallagher,Support,124193.50
30245,Brian Diaz,Sales,110697.10
30246,Sergio Foster,HR,105266.50
30247,Daniel Rios,Research,97416.34
30248,Matthew Yoder,Sales,34049.20
30249,Emily Clark,Finance,66766.12
30250,Sandra Crawford,Marketing,59033.20
30251,Christopher Garcia,HR,40898.87
30252,Elizabeth Rice,Finance,144680.64
30253,Bradley Smith,Support,87752.00
30254,Joseph Shaw,Support,128942.72
30255,Joyce Davis,IT,55763.26
30256,Beth Liu,IT,76237.75
30257,Dan Riggs,Sales,90749.36
30258,James Leach,HR,70188.99
30259,Mrs. Pamela Sanders,Operations,82388.45
30260,Andrea Sullivan,Research,105533.87
30261,Cristina Torres,IT,43708.20
30262,Michelle Fritz,Research,124477.43
30263,Anthony Ryan,IT,56716.51
30264,Thomas Davis,Finance,114508.21
30265,Eric Miller,IT,70004.31
30266,Renee Ramos,HR,47349.11
30267,David Dodson,IT,89173.95
30268,Kelly Mckinney,Research,140292.58
30269,Drew Thomas,Finance,131728.49
30270,Jonathan Whitaker,IT,77518.42
30271,Tanya Hughes,HR,106367.68
30272,Scott Mitchell,Operations,94383.30
30273,James Osborne,Finance,133448.66
30274,Kevin Chang,Finance,39961.89
30275,Steven Molina,Marketing,72146.73
30276,Stephanie Lee,Marketing,96527.66
30277,Brian Pierce,HR,67621.27
30278,Jonathan Moore,Support,99871.15
30279,John Patel,Marketing,84529.96
30280,Jonathan Gordon,Operations,105039.69
30281,David Hall,Support,128354.76
30282,Lauren Cunningham,HR,104168.91
30283,Brenda Kim,HR,75677.45
30284,Nicholas Smith,IT,116841.12
30285,Robert Rice,HR,44368.52
30286,Ashley Hoffman,Research,94971.08
30287,Joshua Sutton,Support,124340.66
30288,Anthony Valdez,Research,130276.47
30289,Spencer Hayes,Sales,95939.13
30290,Kristin Ritter,Finance,85683.02
30291,Kayla Alvarez,Sales,113270.62
30292,Lisa Morton,HR,47009.68
30293,Erica James,Research,134538.33
30294,Jonathan Nunez,Support,38409.81
30295,Cynthia Robertson,Finance,112830.91
30296,David Carson,Operations,66926.72
30297,Patricia Fields,Marketing,126275.24
30298,Joel Boyd,HR,146785.94
30299,David Gardner,Finance,81724.41
30300,Timothy Sosa,Finance,104399.54
30301,Cory Ewing,Finance,123217.25
30302,Dawn Flores,Support,89829.75
30303,Thomas Anderson,Research,90430.77
30304,Gary Gordon,IT,97090.97
30305,Jennifer Cox,Operations,130488.05
30306,Trevor Ballard,Operations,147479.86
30307,Shane Donaldson,Support,94592.27
30308,Andrew Madden,Support,36871.57
30309,Benjamin Campbell,Marketing,54596.13
30310,Lisa French,Marketing,84932.73
30311,Angela Becker,Operations,102851.68
30312,Joseph Taylor,Sales,108310.34
30313,Stephanie Murray,Marketing,142101.81
30314,Richard Riley,Research,37609.57
30315,Elizabeth Ross,Support,73133.49
30316,Austin Rivera,Marketing,96194.83
30317,Vincent Davis,IT,147232.74
30318,Carol Williams,Finance,87839.63
30319,Sheila Cole,Finance,147493.78
30320,Katie Crawford,Operations,70355.06
30321,Brittany Blackwell,Operations,30613.35
30322,Scott Nguyen,Operations,105662.65
30323,Brittany Hays,Finance,41197.38
30324,John Martin,Sales,122905.04
30325,Patrick Newman,Finance,90731.28
30326,Kimberly Knapp,Support,37256.96
30327,Dwayne Reynolds,Finance,121715.43
30328,Casey Foster,Support,63006.29
30329,Timothy Flores,Research,118242.39
30330,Margaret Becker,Research,93632.31
30331,Richard Scott,IT,35578.40
30332,Michael Martinez,Support,110316.25
30333,Kimberly Saunders,Support,137461.28
30334,Terry Harrington,Finance,33103.63
30335,Matthew White,Research,106328.35
30336,Christine Davis,Research,52726.01
30337,Robert Thompson,Finance,110200.51
30338,Robert Morris,Sales,46516.71
30339,Jillian Cooke,Finance,92327.80
30340,Karen Hendricks,Sales,92510.85
30341,Carlos Baldwin,Finance,109919.65
30342,Patricia Lamb,IT,54333.75
30343,Casey Lawrence,Operations,129054.06
30344,Joshua Singh,IT,49209.49
30345,Holly Perez,HR,89680.68
30346,Jean Evans,HR,129230.07
30347,Maria Richards,IT,46320.23
30348,Richard Rodriguez,Sales,40830.55
30349,Alicia Bennett,Marketing,80594.25
30350,Matthew Ayala,Marketing,60664.35
30351,Mark Henson,HR,81478.64
30352,Bobby Green,Research,149045.12
30353,Jeremiah Baker,Research,51314.64
30354,Shelly Martin,Research,35887.08
30355,Melanie Pruitt,IT,142142.94
30356,Paul Bowen,Support,103040.61
30357,Julie Fleming,Marketing,78369.72
30358,Chelsea Howe,HR,35833.89
30359,Jordan Gonzalez,Support,80961.58
30360,Susan Edwards,Support,89232.76
30361,Jack Martinez,HR,60719.22
30362,Jessica Lee,IT,76765.70
30363,Kimberly Acosta,IT,40850.04
30364,Amy Sandoval,Support,39355.98
30365,Diana Hall,HR,57997.12
30366,Christopher Wagner,Marketing,129355.17
30367,James Carr,Research,109731.79
30368,Scott Nguyen DDS,Research,113979.75
30369,Lauren Anderson,IT,143180.94
30370,Kendra Stout,Operations,133583.83
30371,Sean Barnes,Operations,33374.11
30372,Lynn Wang,Operations,104805.04
30373,Lauren Salas,IT,77751.79
30374,Joshua Reed,Sales,125433.57
30375,Erin Martinez,Operations,69585.04
30376,Dr. Alexis Garcia,HR,126710.37
30377,Jacqueline Watkins,Research,59115.70
30378,Tyler Mccarthy,Support,52152.91
30379,Paul Solomon,Operations,65750.46
30380,Steven Rodriguez,Marketing,115448.37
30381,Matthew Wade,Support,74616.80
30382,Mr. Brandon Anderson,Finance,46791.67
30383,Clinton Coleman,IT,65301.88
30384,Mary Bishop,Operations,143975.88
30385,Kelly Davis,Research,140605.24
30386,David Duke,Marketing,145302.77
30387,Emily Mcguire,Operations,64249.53
30388,Christopher Brennan,IT,33727.69
30389,Abigail Taylor DDS,Finance,107371.06
30390,Brooke Flores,Sales,115253.80
30391,Michelle Smith,Finance,124369.75
30392,Jeremy Williams,Marketing,110647.94
30393,Amanda Campbell,Marketing,37356.14
30394,Larry Martinez,Research,121481.11
30395,Cody Hale,Operations,51983.67
30396,Brianna Stone,Support,135759.49
30397,Michelle Gonzalez,Operations,66774.41
30398,Kimberly Lucero,Marketing,121914.35
30399,Debra Hobbs,Finance,142946.02
30400,Jessica Vasquez,Operations,129717.04
30401,Jordan Velasquez,Research,117970.41
30402,Erin White,Marketing,106133.84
30403,Paul Vargas,Operations,99366.54
30404,Kim Tanner,Finance,121290.18
30405,Mrs. Angela Mullins,Research,115981.11
30406,Christopher Young,HR,68955.47
30407,Jennifer Campbell,Sales,108750.71
30408,Frederick Moore,IT,141435.58
30409,Stephanie Peterson,IT,40196.15
30410,Mr. Ross Ayala MD,Support,92594.11
30411,Jason Mitchell,Finance,101942.86
30412,Elaine Martin,Finance,92941.18
30413,Erik Pham,Support,33090.10
30414,Gina Mckinney,Marketing,58481.24
30415,Edwin Jordan,Finance,146865.34
30416,Linda Nichols,HR,70110.60
30417,Nicholas Jordan,Support,91726.37
30418,Marissa Harris,Finance,106542.23
30419,April Murphy,Operations,53331.03
30420,Carrie Thompson,Operations,143218.83
30421,Susan Salazar,Marketing,132451.11
30422,Alicia Martin,Sales,86919.84
30423,Shelly Johnson,IT,121592.47
30424,Denise Bishop,Marketing,129460.91
30425,Michael Mason,Sales,58048.94
30426,Maria Santiago,HR,75799.51
30427,Catherine Russell,IT,104516.32
30428,Joseph Smith,IT,61502.52
30429,Linda Molina,Support,136518.92
30430,Denise Andrews,Sales,118806.03
30431,Jessica Perez,Operations,94661.44
30432,Steven Schultz,Sales,87108.37
30433,Carly Guzman,Sales,46736.21
30434,Jeffrey Lawson,Support,30557.29
30435,Christopher Hansen,Support,146737.47
30436,Haley Page,Operations,94919.53
30437,Joshua Wright,IT,147335.17
30438,Julie Murphy,Marketing,68397.30
30439,Brianna Kramer,Operations,137381.12
30440,Nicole Armstrong,Support,112794.57
30441,Eric Sanders,Research,57432.31
30442,Sarah Davis,HR,113943.68
30443,Juan Myers,IT,60932.88
30444,Mary Porter,Sales,84671.40
30445,Walter Doyle,Marketing,129318.95
30446,John Rivera,Support,63783.06
30447,Julie Hanna,Marketing,87670.62
30448,Stephen Nelson,Support,130808.53
30449,Gregory Howard,Operations,104296.01
30450,Karen Reid,Finance,122687.49
30451,Joseph Bridges,Operations,136804.50
30452,Janice Bailey,Finance,76243.65
30453,James Bird,Research,135745.44
30454,Craig Ryan,Operations,145974.99
30455,Chad Walker,Marketing,115094.88
30456,Nancy Nguyen,Sales,89996.22
30457,Jonathan Parker,Research,64583.90
30458,Ryan Harris,Support,47213.76
30459,Brian Lewis,Finance,122545.73
30460,Amy Hubbard,Support,100812.71
30461,Timothy Singh Jr.,IT,134050.06
30462,Virginia Barber,IT,31781.40
30463,Laura Murphy,Marketing,55007.89
30464,Michael Buck,Research,142303.62
30465,David Bailey,Research,30588.45
30466,Anne Lopez,Sales,101056.46
30467,Karl Vaughan,HR,117034.20
30468,Roberto Cook,Research,82688.99
30469,Stephanie Barron,Sales,93233.27
30470,Daniel Floyd,Finance,68759.18
30471,Christine Dickerson,Sales,90966.34
30472,Mark Crane,HR,133423.25
30473,Danielle Mcgee,Marketing,130731.87
30474,Michael Hodges,Finance,49707.62
30475,Dawn Parker,Marketing,130276.05
30476,Kenneth Watson,Research,81548.92
30477,Tracy Horn,Sales,119487.38
30478,Todd Gordon,Operations,74658.04
30479,Emily Wong,IT,30831.11
30480,Craig Wright,IT,86977.48
30481,Douglas Wright,Support,50550.83
30482,Michael Jensen,IT,125625.85
30483,Madeline Nguyen,Marketing,145424.71
30484,Crystal Banks,HR,51231.34
30485,Rhonda Reed,HR,92312.67
30486,Clayton Griffin,IT,102187.89
30487,Jennifer Moore,Finance,40889.00
30488,Rebecca Larson,Support,115601.43
30489,Toni Gutierrez,Finance,68097.60
30490,Jacob Becker,Marketing,99164.83
30491,Julia Johnson,Operations,66412.97
30492,Erin Travis,Finance,46447.75
30493,Ebony Ramirez,Research,70443.29
30494,Adrian Ramirez,IT,122666.38
30495,Justin Santos,Finance,33580.66
30496,Benjamin Morrison,Operations,109883.29
30497,Amanda Ortega,Sales,79893.98
30498,Christopher Coleman,Research,54317.10
30499,Jillian Klein,Research,132284.22
30500,Cynthia Gross,Operations,51558.36
30501,John King,Marketing,144526.91
30502,Darrell Ramsey,HR,33619.50
30503,Mariah Barker,Operations,122407.91
30504,Laurie Larson,Sales,122028.20
30505,Kenneth Jackson,Sales,119412.92
30506,Sarah Reyes,Support,50181.76
30507,Lori Schultz,Finance,67963.72
30508,Philip Coleman,Marketing,135997.57
30509,Joshua White,Sales,88956.99
30510,Brittany Davis,Operations,117126.40
30511,Chris Butler,Research,51951.28
30512,James Sanchez,Research,49986.56
30513,Marcus Young,HR,120390.11
30514,Robert Hill,Finance,100612.95
30515,Kimberly Sharp,HR,136752.50
30516,Carolyn Whitaker,Support,48861.82
30517,Sabrina Arnold,Marketing,148427.91
30518,Rebekah Rogers,Finance,69145.37
30519,Nathan Miller,Finance,36575.39
30520,Joshua Guzman,Marketing,135395.16
30521,Laura Calhoun,Support,139396.35
30522,Jonathan Williams,Sales,68135.77
30523,Zachary Carrillo,Operations,102813.78
30524,Allison Porter,Support,145455.05
30525,Patrick Diaz,HR,65417.93
30526,Jerry Woodard,Research,59669.78
30527,Angel Baker,Finance,48660.88
30528,Anthony Hunt,Finance,130013.96
30529,Ashley Mendez,IT,108767.31
30530,Tracey Key,HR,103690.19
30531,Danny Evans,Support,68031.99
30532,Phillip Crawford,Research,136624.79
30533,Sheri Chandler,Research,32894.38
30534,Jason Richardson,Finance,60539.41
30535,Caleb Young,Finance,135267.40
30536,David Morales,Finance,130867.68
30537,Christopher Brown,Finance,64867.70
30538,Melissa Stephens,HR,142537.35
30539,Hannah Smith,Finance,34298.91
30540,Brandon Diaz,IT,31728.11
30541,Victoria Campbell,Support,60648.02
30542,Elizabeth Carroll,Sales,75582.47
30543,Andrew Park,HR,42079.51
30544,Anthony Warren,Sales,113509.56
30545,Donna Brown,Sales,51418.67
30546,Stephanie Nguyen MD,Sales,118304.32
30547,Theresa Krueger,Operations,116225.17
30548,Deborah Mcdowell,Operations,139922.21
30549,Kevin Black,Operations,145786.63
30550,Karen Wallace,HR,132022.35
30551,Dean Robinson,Finance,69973.99
30552,Amy Perkins,IT,140013.43
30553,Miranda Welch,Research,113403.55
30554,Sarah Burns,Marketing,87376.99
30555,Joshua Harris,Operations,116441.56
30556,Tara Allen,Research,55330.42
30557,Albert Deleon,Research,115049.20
30558,Joshua Butler,Support,110855.99
30559,Anthony Mullen,Finance,77340.24
30560,Steven Davila,Support,60219.43
30561,Brandy Johnson,Finance,108509.28
30562,Michael Davis,Operations,103023.62
30563,Mark Little,HR,59806.51
30564,Douglas Rocha,Support,45254.10
30565,Jamie Velazquez,Sales,71253.05
30566,Jennifer Gutierrez,HR,72498.34
30567,Angela Fuentes,Operations,79364.27
30568,Tony Randolph,HR,32980.25
30569,Kevin Thomas,HR,119627.69
30570,Kelly Massey,IT,109611.47
30571,Matthew Jones,Operations,51411.29
30572,Sherry Schroeder,Research,94180.48
30573,Shawn Peters,HR,49111.47
30574,Oscar Hernandez,Research,128921.04
30575,Jonathan Williams,Marketing,128756.43
30576,Zoe Hernandez,Support,142167.00
30577,Brandon Myers,IT,81540.28
30578,Benjamin Whitehead,HR,83008.48
30579,Cole Wright,Research,91523.14
30580,Tamara Lawrence,IT,75032.34
30581,William Dunn,Marketing,94632.69
30582,Theresa Bell,Marketing,53208.95
30583,Michael Simon,Support,77011.10
30584,Melissa Livingston,Marketing,33673.76
30585,Laura Moss,Marketing,146441.15
30586,Clarence Jones,HR,143705.01
30587,Tonya Fox,Research,71690.21
30588,Stephanie Hopkins,Marketing,140226.87
30589,Sarah Tucker,Marketing,125488.95
30590,Amy Reyes,Research,36166.41
30591,Jaime Carson,IT,58760.74
30592,George Hooper,HR,64369.43
30593,Lindsay Moreno,Research,92037.45
30594,Linda Owens,Research,100267.65
30595,Donna Craig,IT,66070.64
30596,Emily Ramsey,Sales,51939.80
30597,Mrs. Shelly Lewis,IT,115344.34
30598,Rebecca Baker,Sales,97796.94
30599,Jeffery Jackson,Operations,132551.36
30600,Caleb Weeks,Research,136062.00
30601,Jeffrey Dougherty,Sales,140055.88
30602,Jason Green,Research,78755.48
30603,Nancy Hahn,Finance,139555.14
30604,Heather Calhoun MD,Research,58736.57
30605,Benjamin Hawkins,Operations,140250.34
30606,Christy Whitney,Support,86377.28
30607,Barbara Mora MD,Marketing,91981.34
30608,Mr. Paul Barber,Support,83974.02
30609,Kathleen Bowman,Operations,75426.71
30610,Jeanne Brown,Research,41994.82
30611,Maria Jones,Support,134207.51
30612,Thomas Hughes,HR,96330.67
30613,Julia Sparks,Finance,118228.76
30614,William Johnson,Operations,42040.77
30615,Russell Wright,IT,49833.15
30616,Melissa Hernandez,Research,110474.82
30617,Teresa Cobb,Research,36779.58
30618,Dana Greene,Finance,133868.69
30619,Elizabeth Gilbert,IT,124428.09
30620,Tracy Baker,Support,41949.62
30621,Mr. Darryl Fox PhD,IT,128115.09
30622,Allison Cochran,Research,147065.80
30623,Justin Johnson,Finance,74632.42
30624,Kristen Pham,Research,88361.65
30625,Anna Castillo,Operations,66679.38
30626,Michael Rivera,IT,48605.46
30627,Eric Hunter,HR,40166.31
30628,Brent Fisher,Sales,96495.54
30629,Dakota Carpenter,IT,50350.28
30630,Amber Soto,Operations,55723.31
30631,Jordan Cole,Operations,31009.68
30632,Edward Ashley,HR,67304.69
30633,Debra Cohen,Sales,118889.69
30634,Andrew Hunt,HR,129289.65
30635,Nicholas Allen,Finance,109002.07
30636,Susan Rollins,Marketing,59322.01
30637,Dean Jones,Support,39107.22
30638,Madison Willis,Support,57877.75
30639,Dale Williams,Sales,48968.06
30640,Brian Sanford,Marketing,66065.32
30641,Phillip Callahan,HR,90902.71
30642,Andrea Hendricks,Operations,91529.43
30643,Michael Harris,HR,103336.49
30644,Crystal Taylor,Finance,37553.72
30645,Allison Arellano,Finance,75919.75
30646,Carrie Jackson,Research,106177.20
30647,Erin Kelly,Sales,120585.27
30648,Natalie Johns,Sales,98493.79
30649,Adam Gonzalez,Finance,148666.38
30650,Teresa Smith,Support,140960.58
30651,Rose Klein,Marketing,134178.52
30652,Nicholas Russell,Support,109477.24
30653,Jasmine Moore,Research,104600.49
30654,Chad Perez,Operations,103589.71
30655,Tyler Joseph,Support,85850.38
30656,Timothy Lewis,Sales,124552.59
30657,Jeremy Burton,Finance,129985.33
30658,Carlos Perez,Marketing,42645.62
30659,Brittany Lawrence,Finance,57998.63
30660,David Mcintyre,Marketing,55694.02
30661,Madison Porter,Marketing,77186.41
30662,Adam Ortiz,Operations,87357.04
30663,Ronald Jones,Finance,54793.35
30664,Matthew Mcbride,HR,147195.51
30665,Gail Espinoza,Marketing,54665.58
30666,Robert Turner,Finance,50023.93
30667,Melissa Alexander,HR,75334.65
30668,Sabrina Cook,Operations,81565.70
30669,Michael Oconnell,Marketing,146286.59
30670,Sharon Steele,Support,41930.09
30671,Carolyn Harrington,IT,87874.81
30672,Rachel Berry,HR,85394.80
30673,Shawn King,Research,56019.63
30674,Ashley Esparza,IT,91014.82
30675,Courtney Medina,Finance,134628.36
30676,Jenna Bentley,Support,83080.41
30677,Krystal Lee,IT,147184.26
30678,Rachel Peters,Finance,138094.05
30679,Robert Ramsey,Marketing,104854.45
30680,Dana Maldonado,IT,89138.51
30681,Erin Shaffer,Marketing,69251.44
30682,Michael Valdez,Marketing,100290.16
30683,Wendy Jones,Research,87033.29
30684,Joseph Eaton,Sales,42232.36
30685,Jacqueline Long,HR,124531.18
30686,Leslie Morgan,HR,65431.42
30687,Melissa Santiago,IT,93482.46
